"Time","T0092","","T0092","","T0092","","T0092","","T0092","","T0092","","T0092",""
"and","10.00","","10.50","","400.00","","400.55","","400.56","","430.00","","550.00",""
"Date","Pioggia (mm)","","Pioggia (mm)","","Temp. aria (°C)","","Temp. aria (°C)","","Temp. aria (°C)","","Umid.relat. aria (%)","","Pressione atm. (hPa)",""
"","Total","Qual","Total","Qual","Mean","Qual","Min","Qual","Max","Qual","Mean","Qual","Mean","Qual"
00:00:00 01/09/2021,        50.0,      1,        50.4,      1,         8.8,      1,         1.6,      1,        17.0,      1,"",    255,"",    255
00:00:00 01/10/2021,        84.8,      1,        84.8,      1,         3.6,      1,        -5.7,      1,        11.6,      1,"",    255,"",    255
00:00:00 01/11/2021,       139.8,      1,       139.8,      1,        -0.4,      1,       -14.2,      1,         7.9,      1,"",    255,"",    255
00:00:00 01/12/2021,        29.2,      1,        29.2,      1,        -3.4,      1,       -12.8,      1,         8.7,      1,"",    255,"",    255
00:00:00 01/01/2022,        20.8,      1,        20.8,      1,        -3.1,      1,       -13.6,      1,         8.5,      1,"",    255,"",    255
00:00:00 01/02/2022,        40.0,      1,        40.0,      1,        -3.7,      1,       -13.5,      1,         9.0,    140,"",    255,"",    255
00:00:00 01/03/2022,         6.6,      1,         9.8,      1,        -2.4,      1,       -13.6,      1,         8.1,    140,"",    255,"",    255
00:00:00 01/04/2022,       100.6,      1,        95.1,      1,         0.4,      1,       -11.5,      1,        10.7,    140,"",    255,"",    255
00:00:00 01/05/2022,       100.0,      1,       102.2,      1,         7.6,      1,        -1.2,      1,        20.2,      1,"",    255,"",    255
00:00:00 01/06/2022,       141.6,      1,       141.5,      1,        11.9,      1,         0.8,      1,        22.4,      1,"",    255,"",    255
00:00:00 01/07/2022,       128.4,      1,       128.5,      1,        13.4,      1,         5.2,      1,        23.8,      1,"",    255,"",    255
00:00:00 01/08/2022,       129.6,      1,       129.5,      1,        12.0,      1,         3.7,      1,        22.9,    140,"",    255,"",    255
00:00:00 01/09/2022,       115.0,      1,       114.9,      1,         6.3,      1,        -2.4,      1,        18.3,      1,"",    255,"",    255
00:00:00 01/10/2022,        62.0,      1,        62.2,      1,         7.3,      1,         1.4,      1,        16.4,      1,"",    255,"",    255
00:00:00 01/11/2022,        70.2,      1,        70.2,      1,        -0.5,      1,        -7.6,      1,        11.2,      1,"",    255,"",    255
00:00:00 01/12/2022,        52.8,      1,        52.8,      1,        -3.5,      1,       -16.0,      1,         5.4,      1,"",    255,"",    255
00:00:00 01/01/2023,        37.8,      1,        37.8,      1,        -4.4,      1,       -13.0,    140,         4.8,      1,"",    255,"",    255
00:00:00 01/02/2023,         1.6,      1,         1.6,      1,        -2.4,      1,       -14.0,      1,         9.5,      1,"",    255,"",    255
00:00:00 01/03/2023,        43.8,      1,        40.3,      1,        -1.1,      1,        -9.6,      1,         9.6,    140,"",    255,"",    255
00:00:00 01/04/2023,        74.6,      1,        77.5,      1,        -0.3,      1,       -10.1,      1,        11.3,    140,"",    255,"",    255
00:00:00 01/05/2023,       192.6,      1,       193.2,      1,         5.0,      1,        -1.2,      1,        16.8,      1,"",    255,"",    255
00:00:00 01/06/2023,        89.2,      1,        87.4,      1,        10.4,      1,         4.3,      1,        24.3,    140,"",    255,"",    255
00:00:00 01/07/2023,       258.2,      1,       260.3,      1,        12.2,      1,         2.4,      1,        23.9,      1,"",    255,"",    255
00:00:00 01/08/2023,       190.8,      1,       190.4,      1,        12.3,      1,         1.1,      1,        24.9,      1,"",    255,"",    255
00:00:00 01/09/2023,       102.0,      1,       102.0,      1,        10.6,      1,         1.8,      1,        20.5,      1,"",    255,"",    255
00:00:00 01/10/2023,       307.8,      1,       306.8,      1,         6.7,      1,        -2.7,      1,        19.2,      1,"",    255,"",    255
00:00:00 01/11/2023,       126.0,      1,       127.8,      1,        -2.3,      1,       -12.3,      1,         8.5,    140,"",    255,"",    255
00:00:00 01/12/2023,       104.4,      1,       102.1,      1,        -1.7,      1,       -12.6,      1,         7.7,      1,"",    255,"",    255
00:00:00 01/01/2024,        44.0,      1,        45.4,      1,        -3.2,      1,       -14.1,      1,         7.1,      1,"",    255,"",    255
00:00:00 01/02/2024,       114.6,      1,       116.2,      1,        -0.8,      1,        -9.5,      1,         7.4,      1,"",    255,"",    255
00:00:00 01/03/2024,       198.2,      1,       221.9,      1,        -1.0,      1,        -9.4,      1,         9.2,    140,"",    255,"",    255
00:00:00 01/04/2024,       122.0,      1,        96.7,      1,         1.9,      1,        -8.7,      1,        16.6,      1,"",    255,"",    255
00:00:00 01/05/2024,       295.0,      1,       288.6,      1,         4.5,      1,        -1.7,      1,        14.2,      1,"",    255,"",    255
00:00:00 01/06/2024,       147.6,      1,       155.0,      1,        10.0,      1,        -0.4,      1,        21.4,      1,"",    255,"",    255
00:00:00 01/07/2024,       141.8,      1,       140.9,      1,        13.2,      1,         3.6,      1,        23.9,      1,"",    255,"",    255
00:00:00 01/08/2024,       101.4,      1,       101.2,      1,        14.2,      1,         9.2,      1,        24.0,      1,"",    255,"",    255
00:00:00 01/09/2024,       230.2,      1,       230.3,      1,         6.6,      1,        -2.7,      1,        18.1,      1,"",    255,"",    255
00:00:00 01/10/2024,       317.0,      1,       317.0,      1,         5.2,      1,        -2.1,      1,        14.7,      1,"",    255,"",    255
00:00:00 01/11/2024,         6.0,      1,         6.0,      1,         0.2,      1,       -12.5,      1,        14.7,    140,"",    255,"",    255
00:00:00 01/12/2024,        20.4,      1,        20.4,      1,        -2.6,      1,       -12.5,      1,         6.6,      1,"",    255,"",    255
00:00:00 01/01/2025,        66.0,      1,        66.1,      1,        -4.0,      1,       -13.8,      1,         3.1,      1,"",    255,"",    255
00:00:00 01/02/2025,        28.2,      1,        29.1,      1,        -2.9,      1,       -11.1,      1,         6.0,    140,"",    255,"",    255
00:00:00 01/03/2025,        93.4,      1,        92.2,      1,        -1.1,      1,       -10.7,      1,         8.1,    140,"",    255,"",    255
00:00:00 01/04/2025,       160.6,      1,       160.8,      1,         2.5,      1,        -6.2,      1,        15.8,    140,"",    255,"",    255
00:00:00 01/05/2025,       162.4,    145,"",    255,         5.1,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/06/2025,       181.2,    145,"",    255,        13.3,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/07/2025,       193.4,    145,"",    255,        10.7,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/08/2025,       181.4,    145,"",    255,        11.9,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/09/2025,       162.6,    145,"",    255,         8.2,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/10/2025,        39.8,    145,"",    255,         3.0,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/11/2025,        70.0,    145,"",    255,        -1.1,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/12/2025,         8.0,    145,"",    255,        -1.2,    145,"",    255,"",    255,"",    255,"",    255
00:00:00 01/01/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255
00:00:00 01/02/2026,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255,"",    255

